"cancer","year","sex","race","stage","age","summary_interval","starting_count","net_relative","net_rel_cum_cis_lower","net_rel_cum_cis_upper"
"pancreas","2000-2018","male","white","late",">65","24 mo",7040,12.2,11.4,13.1
"pancreas","2000-2018","male","white","late",">65","36 mo",7040,7.5,6.9,8.3
"pancreas","2000-2018","male","white","late",">65","48 mo",7040,5.8,5.2,6.5
"pancreas","2000-2018","male","white","late",">65","60 mo",7040,4.9,4.3,5.5
"pancreas","2000-2018","male","white","late",">65","72 mo",7040,4.1,3.5,4.8
"pancreas","2000-2018","male","white","late",">65","84 mo",7040,3.9,3.3,4.5
"pancreas","2000-2018","male","white","late",">65","96 mo",7040,3.2,2.6,3.9
"pancreas","2000-2018","male","white","late",">65","108 mo",7040,2.8,2.2,3.6
"pancreas","2000-2018","male","white","late",">65","120 mo",7040,2.5,1.9,3.3
"pancreas","2000-2018","male","white","unstaged","all ages","0 mo",755,100,NA,NA
"pancreas","2000-2018","male","white","unstaged","all ages","12 mo",755,20.4,17.5,23.4
"pancreas","2000-2018","male","white","unstaged","all ages","24 mo",755,13.2,10.8,15.9
"pancreas","2000-2018","male","white","unstaged","all ages","36 mo",755,9.6,7.4,12
"pancreas","2000-2018","male","white","unstaged","all ages","48 mo",755,7.6,5.6,9.9
"pancreas","2000-2018","male","white","unstaged","all ages","60 mo",755,6.1,4.3,8.3
"pancreas","2000-2018","male","white","unstaged","all ages","72 mo",755,5.7,3.9,8
"pancreas","2000-2018","male","white","unstaged","all ages","84 mo",755,5.6,3.8,7.9
"pancreas","2000-2018","male","white","unstaged","all ages","96 mo",755,5.6,3.8,7.9
"pancreas","2000-2018","male","white","unstaged","all ages","108 mo",755,5.3,3.5,7.7
"pancreas","2000-2018","male","white","unstaged","all ages","120 mo",755,4.8,3,7.2
"pancreas","2000-2018","male","white","unstaged","<65","0 mo",159,100,NA,NA
"pancreas","2000-2018","male","white","unstaged","<65","12 mo",159,40.6,32.9,48.1
"pancreas","2000-2018","male","white","unstaged","<65","24 mo",159,29.2,22.3,36.5
"pancreas","2000-2018","male","white","unstaged","<65","36 mo",159,21.5,15.3,28.5
"pancreas","2000-2018","male","white","unstaged","<65","48 mo",159,16.4,10.9,23
"pancreas","2000-2018","male","white","unstaged","<65","60 mo",159,13.6,8.5,19.8
"pancreas","2000-2018","male","white","unstaged","<65","72 mo",159,12.9,7.9,19.1
"pancreas","2000-2018","male","white","unstaged","<65","84 mo",159,12.9,7.9,19.1
"pancreas","2000-2018","male","white","unstaged","<65","96 mo",159,12.9,7.9,19.1
"pancreas","2000-2018","male","white","unstaged","<65","108 mo",159,11.5,6.7,17.7
"pancreas","2000-2018","male","white","unstaged","<65","120 mo",159,10.6,5.9,16.8
"pancreas","2000-2018","male","white","unstaged",">65","0 mo",596,100,NA,NA
"pancreas","2000-2018","male","white","unstaged",">65","12 mo",596,15,12.2,18.1
"pancreas","2000-2018","male","white","unstaged",">65","24 mo",596,8.9,6.7,11.6
"pancreas","2000-2018","male","white","unstaged",">65","36 mo",596,6.4,4.4,8.8
"pancreas","2000-2018","male","white","unstaged",">65","48 mo",596,5.2,3.4,7.6
"pancreas","2000-2018","male","white","unstaged",">65","60 mo",596,4,2.4,6.4
"pancreas","2000-2018","male","white","unstaged",">65","72 mo",596,3.8,2.1,6.2
"pancreas","2000-2018","male","white","unstaged",">65","84 mo",596,3.6,1.9,6.1
"pancreas","2000-2018","male","white","unstaged",">65","96 mo",596,3.6,1.9,6.1
"pancreas","2000-2018","male","white","unstaged",">65","108 mo",596,3.6,1.9,6.1
"pancreas","2000-2018","male","white","unstaged",">65","120 mo",596,3.2,1.5,6.1
"pancreas","2000-2018","male","black","invasive","all ages","0 mo",1265,100,NA,NA
"pancreas","2000-2018","male","black","invasive","all ages","12 mo",1265,27.2,24.7,29.7
"pancreas","2000-2018","male","black","invasive","all ages","24 mo",1265,15,13,17.1
"pancreas","2000-2018","male","black","invasive","all ages","36 mo",1265,10.5,8.7,12.4
"pancreas","2000-2018","male","black","invasive","all ages","48 mo",1265,8.4,6.8,10.3
"pancreas","2000-2018","male","black","invasive","all ages","60 mo",1265,7.6,6,9.4
"pancreas","2000-2018","male","black","invasive","all ages","72 mo",1265,6.4,4.8,8.2
"pancreas","2000-2018","male","black","invasive","all ages","84 mo",1265,6,4.4,7.9
"pancreas","2000-2018","male","black","invasive","all ages","96 mo",1265,6,4.4,7.9
"pancreas","2000-2018","male","black","invasive","all ages","108 mo",1265,5.6,4,7.7
"pancreas","2000-2018","male","black","invasive","all ages","120 mo",1265,5.1,3.4,7.3
"pancreas","2000-2018","male","black","invasive","<65","0 mo",689,100,NA,NA
"pancreas","2000-2018","male","black","invasive","<65","12 mo",689,31,27.6,34.5
"pancreas","2000-2018","male","black","invasive","<65","24 mo",689,17.1,14.4,20.1
"pancreas","2000-2018","male","black","invasive","<65","36 mo",689,12.8,10.3,15.5
"pancreas","2000-2018","male","black","invasive","<65","48 mo",689,10.3,8,13
"pancreas","2000-2018","male","black","invasive","<65","60 mo",689,9.5,7.3,12.1
"pancreas","2000-2018","male","black","invasive","<65","72 mo",689,8.1,5.9,10.7
"pancreas","2000-2018","male","black","invasive","<65","84 mo",689,7,4.9,9.7
"pancreas","2000-2018","male","black","invasive","<65","96 mo",689,6.8,4.6,9.5
"pancreas","2000-2018","male","black","invasive","<65","108 mo",689,5.9,3.7,8.8
"pancreas","2000-2018","male","black","invasive","<65","120 mo",689,5.4,3.2,8.3
"pancreas","2000-2018","male","black","invasive",">65","0 mo",576,100,NA,NA
"pancreas","2000-2018","male","black","invasive",">65","12 mo",576,22.6,19.2,26.2
"pancreas","2000-2018","male","black","invasive",">65","24 mo",576,12.4,9.7,15.5
"pancreas","2000-2018","male","black","invasive",">65","36 mo",576,7.7,5.5,10.5
"pancreas","2000-2018","male","black","invasive",">65","48 mo",576,6,4,8.6
"pancreas","2000-2018","male","black","invasive",">65","60 mo",576,5.2,3.3,7.8
"pancreas","2000-2018","male","black","invasive",">65","72 mo",576,4.3,2.5,7
"pancreas","2000-2018","male","black","invasive",">65","84 mo",576,4.3,2.5,7
"pancreas","2000-2018","male","black","invasive",">65","96 mo",576,4.3,2.5,7
"pancreas","2000-2018","male","black","invasive",">65","108 mo",576,4.3,2.5,7
"pancreas","2000-2018","male","black","invasive",">65","120 mo",576,4.3,2.5,7
"pancreas","2000-2018","male","black","early","all ages","0 mo",96,100,NA,NA
"pancreas","2000-2018","male","black","early","all ages","12 mo",96,60.4,49.4,69.7
"pancreas","2000-2018","male","black","early","all ages","24 mo",96,46.8,35.7,57.2
"pancreas","2000-2018","male","black","early","all ages","36 mo",96,43.4,32.3,54
"pancreas","2000-2018","male","black","early","all ages","48 mo",96,42.4,30.7,53.5
"pancreas","2000-2018","male","black","early","all ages","60 mo",96,40.1,28,51.9
"pancreas","2000-2018","male","black","early","all ages","72 mo",96,34.3,22,46.9
"pancreas","2000-2018","male","black","early","all ages","84 mo",96,34.3,22,46.9
"pancreas","2000-2018","male","black","early","all ages","96 mo",96,32.4,18.5,47.1
"pancreas","2000-2018","male","black","early","all ages","108 mo",96,29.1,15.2,44.6
"pancreas","2000-2018","male","black","early","all ages","120 mo",96,29.1,15.2,44.6
"pancreas","2000-2018","male","black","early","<65","0 mo",39,100,NA,NA
"pancreas","2000-2018","male","black","early","<65","12 mo",39,62.4,45,75.7
"pancreas","2000-2018","male","black","early","<65","24 mo",39,54.7,37.6,68.9
"pancreas","2000-2018","male","black","early","<65","36 mo",39,52.7,35.4,67.4
"pancreas","2000-2018","male","black","early","<65","48 mo",39,50.6,32.9,66
"pancreas","2000-2018","male","black","early","<65","60 mo",39,50.6,32.9,66
"pancreas","2000-2018","male","black","early","<65","72 mo",39,41.5,22.6,59.4
"pancreas","2000-2018","male","black","early","<65","84 mo",39,41.5,22.6,59.4
"pancreas","2000-2018","male","black","early","<65","96 mo",39,33.8,13.2,55.9
"pancreas","2000-2018","male","black","early","<65","108 mo",39,33.8,13.2,55.9
"pancreas","2000-2018","male","black","early","<65","120 mo",39,33.8,13.2,55.9
"pancreas","2000-2018","male","black","early",">65","0 mo",57,100,NA,NA
"pancreas","2000-2018","male","black","early",">65","12 mo",57,59,44.2,71
"pancreas","2000-2018","male","black","early",">65","24 mo",57,40.2,26,54
"pancreas","2000-2018","male","black","early",">65","36 mo",57,36,21.9,50.2
"pancreas","2000-2018","male","black","early",">65","48 mo",57,34.6,20.2,49.4
"pancreas","2000-2018","male","black","early",">65","60 mo",57,31.5,16.4,47.7
"pancreas","2000-2018","male","black","early",">65","72 mo",57,27.6,13.1,44.4
"pancreas","2000-2018","male","black","early",">65","84 mo",57,27.6,13.1,44.4
"pancreas","2000-2018","male","black","early",">65","96 mo",57,27.6,13.1,44.4
"pancreas","2000-2018","male","black","early",">65","108 mo",57,24.9,8.9,45
"pancreas","2000-2018","male","black","early",">65","120 mo",57,24.9,8.9,45
"pancreas","2000-2018","male","black","late","all ages","0 mo",1106,100,NA,NA
"pancreas","2000-2018","male","black","late","all ages","12 mo",1106,24.7,22.1,27.3
"pancreas","2000-2018","male","black","late","all ages","24 mo",1106,12.2,10.3,14.3
"pancreas","2000-2018","male","black","late","all ages","36 mo",1106,7.5,5.9,9.3
"pancreas","2000-2018","male","black","late","all ages","48 mo",1106,5.5,4.1,7.2
"pancreas","2000-2018","male","black","late","all ages","60 mo",1106,4.6,3.3,6.2
"pancreas","2000-2018","male","black","late","all ages","72 mo",1106,4.2,2.9,5.8
"pancreas","2000-2018","male","black","late","all ages","84 mo",1106,3.6,2.4,5.3
"pancreas","2000-2018","male","black","late","all ages","96 mo",1106,3.6,2.4,5.3
"pancreas","2000-2018","male","black","late","all ages","108 mo",1106,3.3,2,5.1
"pancreas","2000-2018","male","black","late","all ages","120 mo",1106,2.8,1.4,4.8
"pancreas","2000-2018","male","black","late","<65","0 mo",625,100,NA,NA
"pancreas","2000-2018","male","black","late","<65","12 mo",625,28.4,24.9,32
"pancreas","2000-2018","male","black","late","<65","24 mo",625,13.7,11.1,16.7
"pancreas","2000-2018","male","black","late","<65","36 mo",625,9.2,7,11.8
"pancreas","2000-2018","male","black","late","<65","48 mo",625,6.8,4.8,9.2
"pancreas","2000-2018","male","black","late","<65","60 mo",625,5.9,4,8.2
"pancreas","2000-2018","male","black","late","<65","72 mo",625,5.4,3.5,7.7
"pancreas","2000-2018","male","black","late","<65","84 mo",625,4.2,2.4,6.6
"pancreas","2000-2018","male","black","late","<65","96 mo",625,4.2,2.4,6.6
"pancreas","2000-2018","male","black","late","<65","108 mo",625,3.1,1.5,5.8
"pancreas","2000-2018","male","black","late","<65","120 mo",625,3.1,1.5,5.8
"pancreas","2000-2018","male","black","late",">65","0 mo",481,100,NA,NA
"pancreas","2000-2018","male","black","late",">65","12 mo",481,19.9,16.3,23.7
"pancreas","2000-2018","male","black","late",">65","24 mo",481,10.1,7.5,13.2
"pancreas","2000-2018","male","black","late",">65","36 mo",481,5.3,3.4,7.9
"pancreas","2000-2018","male","black","late",">65","48 mo",481,3.8,2.1,6.2
"pancreas","2000-2018","male","black","late",">65","60 mo",481,3,1.5,5.3
"pancreas","2000-2018","male","black","late",">65","72 mo",481,2.7,1.3,5
"pancreas","2000-2018","male","black","late",">65","84 mo",481,2.7,1.3,5
"pancreas","2000-2018","male","black","late",">65","96 mo",481,2.7,1.3,5
"pancreas","2000-2018","male","black","late",">65","108 mo",481,2.7,1.3,5
"pancreas","2000-2018","male","black","late",">65","120 mo",481,2.4,0.8,5.6
"pancreas","2000-2018","male","black","unstaged","all ages","0 mo",68,100,NA,NA
"pancreas","2000-2018","male","black","unstaged","all ages","12 mo",68,25.7,15.9,36.6
"pancreas","2000-2018","male","black","unstaged","all ages","24 mo",68,19.8,11,30.5
"pancreas","2000-2018","male","black","unstaged","all ages","36 mo",68,16.8,8.7,27.3
"pancreas","2000-2018","male","black","unstaged","all ages","48 mo",68,13.8,6.3,24.2
"pancreas","2000-2018","male","black","unstaged","all ages","60 mo",68,13.8,6.3,24.2
"pancreas","2000-2018","male","black","unstaged","all ages","72 mo",68,6.8,1.7,17.2
"pancreas","2000-2018","male","black","unstaged","all ages","84 mo",68,6.8,1.7,17.2
"pancreas","2000-2018","male","black","unstaged","all ages","96 mo",68,6.8,1.7,17.2
"pancreas","2000-2018","male","black","unstaged","all ages","108 mo",68,6.8,1.7,17.2
"pancreas","2000-2018","male","black","unstaged","all ages","120 mo",68,4.9,0.9,14.8
"pancreas","2000-2018","male","black","unstaged","<65","0 mo",26,100,NA,NA
"pancreas","2000-2018","male","black","unstaged","<65","12 mo",26,46.6,26.9,64.2
"pancreas","2000-2018","male","black","unstaged","<65","24 mo",26,39,20.4,57.3
"pancreas","2000-2018","male","black","unstaged","<65","36 mo",26,35.3,17.3,53.9
"pancreas","2000-2018","male","black","unstaged","<65","48 mo",26,31.2,13.8,50.4
"pancreas","2000-2018","male","black","unstaged","<65","60 mo",26,31.2,13.8,50.4
"pancreas","2000-2018","male","black","unstaged","<65","72 mo",26,20.1,5.8,40.5
"pancreas","2000-2018","male","black","unstaged","<65","84 mo",26,20.1,5.8,40.5
"pancreas","2000-2018","male","black","unstaged","<65","96 mo",26,20.1,5.8,40.5
"pancreas","2000-2018","male","black","unstaged","<65","108 mo",26,20.1,5.8,40.5
"pancreas","2000-2018","male","black","unstaged","<65","120 mo",26,14.6,2.8,35.4
"pancreas","2000-2018","male","black","unstaged",">65","0 mo",42,100,NA,NA
"pancreas","2000-2018","male","black","unstaged",">65","12 mo",42,12.7,4.7,24.7
"pancreas","2000-2018","male","black","unstaged",">65","24 mo",42,8,2.1,19.3
"pancreas","2000-2018","male","black","unstaged",">65","36 mo",42,5.5,1,16.1
"pancreas","2000-2018","male","black","unstaged",">65","48 mo",42,3.4,0.3,13.5
"pancreas","2000-2018","male","black","unstaged",">65","60 mo",42,3.4,0.3,13.5
"pancreas","2000-2018","male","black","unstaged",">65","72 mo",42,0,NA,NA
"pancreas","2000-2018","male","black","unstaged",">65","84 mo",42,0,NA,NA
"pancreas","2000-2018","male","black","unstaged",">65","96 mo",42,0,NA,NA
"pancreas","2000-2018","male","black","unstaged",">65","108 mo",42,0,NA,NA
"pancreas","2000-2018","male","black","unstaged",">65","120 mo",42,0,NA,NA
"pancreas","2000-2018","male","all races","invasive","all ages","0 mo",15065,100,NA,NA
"pancreas","2000-2018","male","all races","invasive","all ages","12 mo",15065,32.5,31.7,33.2
"pancreas","2000-2018","male","all races","invasive","all ages","24 mo",15065,17.1,16.5,17.7
"pancreas","2000-2018","male","all races","invasive","all ages","36 mo",15065,12.1,11.5,12.6
"pancreas","2000-2018","male","all races","invasive","all ages","48 mo",15065,10,9.4,10.5
"pancreas","2000-2018","male","all races","invasive","all ages","60 mo",15065,8.8,8.3,9.4
"pancreas","2000-2018","male","all races","invasive","all ages","72 mo",15065,8.1,7.5,8.6
"pancreas","2000-2018","male","all races","invasive","all ages","84 mo",15065,7.7,7.2,8.2
"pancreas","2000-2018","male","all races","invasive","all ages","96 mo",15065,7,6.5,7.6
"pancreas","2000-2018","male","all races","invasive","all ages","108 mo",15065,6.4,5.8,7
"pancreas","2000-2018","male","all races","invasive","all ages","120 mo",15065,6,5.4,6.6
"pancreas","2000-2018","male","all races","invasive","<65","0 mo",6098,100,NA,NA
"pancreas","2000-2018","male","all races","invasive","<65","12 mo",6098,39.6,38.3,40.8
"pancreas","2000-2018","male","all races","invasive","<65","24 mo",6098,21.8,20.7,22.8
"pancreas","2000-2018","male","all races","invasive","<65","36 mo",6098,15.8,14.8,16.7
"pancreas","2000-2018","male","all races","invasive","<65","48 mo",6098,13.1,12.2,14
"pancreas","2000-2018","male","all races","invasive","<65","60 mo",6098,11.6,10.8,12.6
"pancreas","2000-2018","male","all races","invasive","<65","72 mo",6098,10.7,9.9,11.6
"pancreas","2000-2018","male","all races","invasive","<65","84 mo",6098,10.2,9.3,11.1
"pancreas","2000-2018","male","all races","invasive","<65","96 mo",6098,9.4,8.6,10.3
"pancreas","2000-2018","male","all races","invasive","<65","108 mo",6098,8.6,7.7,9.5
"pancreas","2000-2018","male","all races","invasive","<65","120 mo",6098,8,7.1,9
"pancreas","2000-2018","male","all races","invasive",">65","0 mo",8967,100,NA,NA
"pancreas","2000-2018","male","all races","invasive",">65","12 mo",8967,27.6,26.7,28.6
"pancreas","2000-2018","male","all races","invasive",">65","24 mo",8967,13.9,13.2,14.7
"pancreas","2000-2018","male","all races","invasive",">65","36 mo",8967,9.5,8.9,10.2
"pancreas","2000-2018","male","all races","invasive",">65","48 mo",8967,7.8,7.2,8.5
"pancreas","2000-2018","male","all races","invasive",">65","60 mo",8967,6.9,6.3,7.6
"pancreas","2000-2018","male","all races","invasive",">65","72 mo",8967,6.2,5.6,6.9
"pancreas","2000-2018","male","all races","invasive",">65","84 mo",8967,6,5.3,6.7
"pancreas","2000-2018","male","all races","invasive",">65","96 mo",8967,5.4,4.7,6.2
"pancreas","2000-2018","male","all races","invasive",">65","108 mo",8967,4.9,4.2,5.7
"pancreas","2000-2018","male","all races","invasive",">65","120 mo",8967,4.6,3.8,5.5
"pancreas","2000-2018","male","all races","early","all ages","0 mo",1210,100,NA,NA
"pancreas","2000-2018","male","all races","early","all ages","12 mo",1210,62.5,59.5,65.2
"pancreas","2000-2018","male","all races","early","all ages","24 mo",1210,52,48.9,55
"pancreas","2000-2018","male","all races","early","all ages","36 mo",1210,49.4,46.2,52.5
"pancreas","2000-2018","male","all races","early","all ages","48 mo",1210,47.5,44.2,50.8
"pancreas","2000-2018","male","all races","early","all ages","60 mo",1210,46.4,42.9,49.8
"pancreas","2000-2018","male","all races","early","all ages","72 mo",1210,45.3,41.6,48.8
